case_id,cse_id,alert_id,created_at,investigation_started_at,closed_at,priority,investigation_summary,evidence_count,closure_reason,root_cause,remediation_status,reviewer_id
CSE-09-CASE-0044,CSE-09,CSE-09-ALT-0044,2026-08-13T18:18:00Z,2026-08-13T18:21:00Z,2026-08-13T19:15:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0045,CSE-09,CSE-09-ALT-0045,2026-08-18T18:45:00Z,2026-08-18T18:49:00Z,2026-08-18T18:30:00Z,Critical,"Investigated suspicious Reconnaissance activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0046,CSE-09,CSE-09-ALT-0046,2026-08-23T17:43:00Z,2026-08-23T17:46:00Z,2026-08-23T18:39:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0047,CSE-09,CSE-09-ALT-0047,2026-08-04T19:35:00Z,2026-08-04T19:45:00Z,2026-08-04T21:29:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0048,CSE-09,CSE-09-ALT-0048,2026-08-25T01:18:00Z,2026-08-25T01:19:00Z,2026-08-25T02:52:00Z,High,"Investigated suspicious Denial of Service activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0049,CSE-09,CSE-09-ALT-0049,2026-08-13T12:03:00Z,2026-08-13T12:07:00Z,2026-08-13T12:50:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0050,CSE-09,CSE-09-ALT-0050,2026-08-22T16:09:00Z,2026-08-22T16:14:00Z,2026-08-22T15:54:00Z,Critical,"Investigated suspicious Denial of Service activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0051,CSE-09,CSE-09-ALT-0051,2026-08-27T22:06:00Z,2026-08-27T22:10:00Z,2026-08-27T23:57:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0052,CSE-09,CSE-09-ALT-0052,2026-08-18T06:18:00Z,2026-08-18T06:25:00Z,2026-08-18T07:04:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0053,CSE-09,CSE-09-ALT-0053,2026-08-12T01:03:00Z,2026-08-12T01:07:00Z,2026-08-12T02:15:00Z,Medium,"Investigated suspicious Malware activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0054,CSE-09,CSE-09-ALT-0054,2026-08-22T06:45:00Z,2026-08-22T06:55:00Z,2026-08-22T08:12:00Z,High,"Investigated suspicious Reconnaissance activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0055,CSE-09,CSE-09-ALT-0055,2026-08-07T17:28:00Z,2026-08-07T17:31:00Z,2026-08-07T17:13:00Z,Critical,"Investigated suspicious Identity/Credential Access activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0056,CSE-09,CSE-09-ALT-0056,2026-08-02T21:17:00Z,2026-08-02T21:20:00Z,2026-08-02T22:30:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0057,CSE-09,CSE-09-ALT-0057,2026-08-11T22:45:00Z,2026-08-11T22:48:00Z,2026-08-11T23:30:00Z,High,"Investigated suspicious Identity/Credential Access activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0058,CSE-09,CSE-09-ALT-0058,2026-08-21T05:19:00Z,2026-08-21T05:28:00Z,2026-08-21T07:12:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0059,CSE-09,CSE-09-ALT-0059,2026-08-12T00:14:00Z,2026-08-12T00:16:00Z,2026-08-12T02:00:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0060,CSE-09,CSE-09-ALT-0060,2026-08-19T01:25:00Z,2026-08-19T01:29:00Z,2026-08-19T01:10:00Z,Critical,"Investigated suspicious Malware activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-10-CASE-0001,CSE-10,CSE-10-ALT-0001,2026-08-26T11:24:00Z,2026-08-26T11:29:00Z,2026-08-26T13:13:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-10-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-002,Completed,LEAD-REV-01
CSE-10-CASE-0002,CSE-10,CSE-10-ALT-0002,2026-08-27T00:28:00Z,2026-08-27T00:33:00Z,2026-08-27T01:13:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-10-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-003,Completed,LEAD-REV-01
CSE-10-CASE-0003,CSE-10,CSE-10-ALT-0003,2026-08-17T10:06:00Z,2026-08-17T10:11:00Z,2026-08-17T10:12:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0004,CSE-10,CSE-10-ALT-0004,2026-08-21T10:13:00Z,2026-08-21T10:17:00Z,2026-08-21T12:13:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-10-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-005,Completed,LEAD-REV-01
CSE-10-CASE-0005,CSE-10,CSE-10-ALT-0005,2026-08-08T01:53:00Z,2026-08-08T01:55:00Z,2026-08-08T01:58:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0006,CSE-10,CSE-10-ALT-0006,2026-08-22T12:01:00Z,2026-08-22T12:02:00Z,2026-08-22T12:05:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0007,CSE-10,CSE-10-ALT-0007,2026-08-03T09:11:00Z,2026-08-03T09:20:00Z,2026-08-03T10:23:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-10-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-003,Completed,LEAD-REV-01
CSE-10-CASE-0008,CSE-10,CSE-10-ALT-0008,2026-08-14T20:28:00Z,2026-08-14T20:35:00Z,2026-08-14T21:59:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-10-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-004,Completed,LEAD-REV-01
CSE-10-CASE-0009,CSE-10,CSE-10-ALT-0009,2026-08-22T11:34:00Z,2026-08-22T11:36:00Z,2026-08-22T11:40:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0010,CSE-10,CSE-10-ALT-0010,2026-08-19T09:44:00Z,2026-08-19T09:45:00Z,2026-08-19T09:46:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0011,CSE-10,CSE-10-ALT-0011,2026-08-04T17:50:00Z,2026-08-04T18:00:00Z,2026-08-04T19:08:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-10-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-002,Completed,LEAD-REV-01
CSE-10-CASE-0012,CSE-10,CSE-10-ALT-0012,2026-08-13T20:52:00Z,2026-08-13T20:53:00Z,2026-08-13T20:54:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0013,CSE-10,CSE-10-ALT-0013,2026-08-18T15:08:00Z,2026-08-18T15:17:00Z,2026-08-18T16:38:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-10-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-004,Completed,LEAD-REV-01
CSE-10-CASE-0014,CSE-10,CSE-10-ALT-0014,2026-08-23T07:41:00Z,2026-08-23T07:50:00Z,2026-08-23T08:22:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-10-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-005,Completed,LEAD-REV-01
CSE-10-CASE-0015,CSE-10,CSE-10-ALT-0015,2026-08-02T08:36:00Z,2026-08-02T08:40:00Z,2026-08-02T08:41:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0016,CSE-10,CSE-10-ALT-0016,2026-08-03T17:13:00Z,2026-08-03T17:17:00Z,2026-08-03T18:37:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-10-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-002,Completed,LEAD-REV-01
CSE-10-CASE-0017,CSE-10,CSE-10-ALT-0017,2026-08-06T15:39:00Z,2026-08-06T15:43:00Z,2026-08-06T16:51:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-10-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-003,Completed,LEAD-REV-01
CSE-10-CASE-0018,CSE-10,CSE-10-ALT-0018,2026-08-27T02:54:00Z,2026-08-27T02:59:00Z,2026-08-27T03:00:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0019,CSE-10,CSE-10-ALT-0019,2026-08-18T10:18:00Z,2026-08-18T10:23:00Z,2026-08-18T11:06:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-10-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-005,Completed,LEAD-REV-01
CSE-10-CASE-0020,CSE-10,CSE-10-ALT-0020,2026-08-19T23:21:00Z,2026-08-19T23:23:00Z,2026-08-19T23:24:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0021,CSE-10,CSE-10-ALT-0021,2026-08-11T03:04:00Z,2026-08-11T03:07:00Z,2026-08-11T03:08:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0022,CSE-10,CSE-10-ALT-0022,2026-08-12T03:42:00Z,2026-08-12T03:45:00Z,2026-08-12T05:36:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-10-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-003,Completed,LEAD-REV-01
CSE-10-CASE-0023,CSE-10,CSE-10-ALT-0023,2026-08-14T13:00:00Z,2026-08-14T13:04:00Z,2026-08-14T14:11:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-10-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-004,Completed,LEAD-REV-01
CSE-10-CASE-0024,CSE-10,CSE-10-ALT-0024,2026-08-27T19:08:00Z,2026-08-27T19:11:00Z,2026-08-27T19:12:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0025,CSE-10,CSE-10-ALT-0025,2026-08-15T19:49:00Z,2026-08-15T19:53:00Z,2026-08-15T19:54:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0026,CSE-10,CSE-10-ALT-0026,2026-08-07T04:38:00Z,2026-08-07T04:41:00Z,2026-08-07T05:53:00Z,Medium,"Investigated suspicious Malware activity on CSE-10-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-002,Completed,LEAD-REV-01
CSE-10-CASE-0027,CSE-10,CSE-10-ALT-0027,2026-08-25T04:04:00Z,2026-08-25T04:05:00Z,2026-08-25T04:06:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0028,CSE-10,CSE-10-ALT-0028,2026-08-21T08:52:00Z,2026-08-21T08:59:00Z,2026-08-21T10:46:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-10-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-004,Completed,LEAD-REV-01
CSE-10-CASE-0029,CSE-10,CSE-10-ALT-0029,2026-08-18T16:34:00Z,2026-08-18T16:37:00Z,2026-08-18T18:14:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-10-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-005,Completed,LEAD-REV-01
CSE-10-CASE-0030,CSE-10,CSE-10-ALT-0030,2026-08-30T02:46:00Z,2026-08-30T02:49:00Z,2026-08-30T02:50:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0031,CSE-10,CSE-10-ALT-0031,2026-08-18T00:05:00Z,2026-08-18T00:14:00Z,2026-08-18T01:31:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-10-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-002,Completed,LEAD-REV-01
CSE-10-CASE-0032,CSE-10,CSE-10-ALT-0032,2026-08-22T13:48:00Z,2026-08-22T13:56:00Z,2026-08-22T14:45:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-10-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-003,Completed,LEAD-REV-01
CSE-10-CASE-0033,CSE-10,CSE-10-ALT-0033,2026-08-20T05:55:00Z,2026-08-20T05:59:00Z,2026-08-20T06:00:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-10-CASE-0034,CSE-10,CSE-10-ALT-0034,2026-08-08T23:14:00Z,2026-08-08T23:20:00Z,2026-08-09T00:27:00Z,Medium,"Investigated suspicious Malware activity on CSE-10-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-10-AST-005,Completed,LEAD-REV-01
